GEOID,NAME,total_households,renter_households,pct_renter
19003,"Adams County, Iowa",1893,291,0.1537242472266244
19005,"Allamakee County, Iowa",7696,1192,0.1548856548856549
19007,"Appanoose County, Iowa",6321,1544,0.24426514791963297
19009,"Audubon County, Iowa",2805,554,0.19750445632798574
19011,"Benton County, Iowa",11074,1643,0.14836554090662815
19013,"Black Hawk County, Iowa",58599,18635,0.3180088397412925
19015,"Boone County, Iowa",11950,2217,0.18552301255230125
19017,"Bremer County, Iowa",10493,1592,0.1517201944153245
19019,"Buchanan County, Iowa",8911,1552,0.1741667601840422
19021,"Buena Vista County, Iowa",8197,2258,0.27546663413443945
19023,"Butler County, Iowa",6545,1148,0.1754010695187166
19025,"Calhoun County, Iowa",4794,820,0.17104714226115977
19027,"Carroll County, Iowa",9515,2079,0.2184971098265896
19029,"Cass County, Iowa",6403,1563,0.24410432609714197
19031,"Cedar County, Iowa",8213,1456,0.17727992207475954
19033,"Cerro Gordo County, Iowa",22651,5519,0.24365370182331905
19035,"Cherokee County, Iowa",5553,1333,0.24005042319466954
19037,"Chickasaw County, Iowa",5540,899,0.16227436823104693
19039,"Clarke County, Iowa",4321,1069,0.24739643601018282
19041,"Clay County, Iowa",8098,1972,0.24351691775747097
19043,"Clayton County, Iowa",8779,1800,0.20503474199794966
19045,"Clinton County, Iowa",21575,5118,0.23721900347624567
19047,"Crawford County, Iowa",6860,1633,0.2380466472303207
19049,"Dallas County, Iowa",41753,11658,0.2792134696908007
19051,"Davis County, Iowa",3588,479,0.1335005574136009
19053,"Decatur County, Iowa",3662,1003,0.2738940469688695
19055,"Delaware County, Iowa",8107,1229,0.15159738497594671
19057,"Des Moines County, Iowa",18791,5184,0.27587674950774305
19059,"Dickinson County, Iowa",13841,1785,0.12896467018279026
19061,"Dubuque County, Iowa",42707,10673,0.24991219238064016
19063,"Emmet County, Iowa",4513,868,0.1923332594726346
19065,"Fayette County, Iowa",9323,1958,0.2100182344738818
19067,"Floyd County, Iowa",7337,1560,0.21262096224614965
19069,"Franklin County, Iowa",4668,1122,0.2403598971722365
19071,"Fremont County, Iowa",3144,600,0.19083969465648856
19073,"Greene County, Iowa",4325,943,0.21803468208092486
19075,"Grundy County, Iowa",5457,847,0.1552134872640645
19077,"Guthrie County, Iowa",5783,737,0.12744250389071415
19079,"Hamilton County, Iowa",7042,1773,0.2517750639023005
19081,"Hancock County, Iowa",5127,854,0.16656914374878096
19083,"Hardin County, Iowa",8031,1814,0.22587473540032374
19085,"Harrison County, Iowa",6684,1451,0.21708557749850388
19087,"Henry County, Iowa",8412,1944,0.23109843081312412
19089,"Howard County, Iowa",4307,866,0.2010680287903413
19091,"Humboldt County, Iowa",4571,1087,0.2378035440822577
19093,"Ida County, Iowa",3365,668,0.19851411589895987
19095,"Iowa County, Iowa",7342,1517,0.20661944974121493
19097,"Jackson County, Iowa",9260,1643,0.17742980561555075
19099,"Jasper County, Iowa",16183,3465,0.21411357597478836
19101,"Jefferson County, Iowa",7685,2360,0.30709173715029275
19103,"Johnson County, Iowa",66163,25095,0.37929054002992607
19105,"Jones County, Iowa",8893,1568,0.17631845271561902
19107,"Keokuk County, Iowa",4668,879,0.18830334190231363
19109,"Kossuth County, Iowa",7227,1682,0.2327383423273834
19111,"Lee County, Iowa",15869,3463,0.2182242107253135
19113,"Linn County, Iowa",101214,24397,0.24104372912838146
19115,"Louisa County, Iowa",4743,910,0.19186169091292432
19117,"Lucas County, Iowa",4080,733,0.17965686274509804
19119,"Lyon County, Iowa",4853,712,0.14671337317123428
19121,"Madison County, Iowa",6953,1138,0.16367035811879765
19123,"Mahaska County, Iowa",9700,2867,0.29556701030927834
19125,"Marion County, Iowa",14179,3048,0.21496579448480146
19127,"Marshall County, Iowa",16795,4051,0.24120273891038999
19129,"Mills County, Iowa",6121,986,0.1610847900669825
19131,"Mitchell County, Iowa",4885,921,0.18853633572159673
19133,"Monona County, Iowa",4403,839,0.19055189643424938
19135,"Monroe County, Iowa",3660,532,0.1453551912568306
19137,"Montgomery County, Iowa",5030,1309,0.26023856858846917
19139,"Muscatine County, Iowa",18386,4203,0.22859784618731643
19141,"O'Brien County, Iowa",6546,1367,0.20882981973724413
19143,"Osceola County, Iowa",2885,635,0.22010398613518198
19145,"Page County, Iowa",6997,1834,0.26211233385736743
19147,"Palo Alto County, Iowa",4509,868,0.1925038811266356
19149,"Plymouth County, Iowa",10819,2520,0.23292356040299472
19151,"Pocahontas County, Iowa",3663,665,0.18154518154518154
19153,"Polk County, Iowa",211392,65569,0.31017730093854073
19155,"Pottawattamie County, Iowa",39914,11294,0.2829583604750213
19157,"Poweshiek County, Iowa",8942,2289,0.2559830015656453
19159,"Ringgold County, Iowa",2673,409,0.1530115974560419
19161,"Sac County, Iowa",5143,807,0.15691230799144468
19163,"Scott County, Iowa",77613,22073,0.28439823225490574
19165,"Shelby County, Iowa",5422,1184,0.2183696053116931
19167,"Sioux County, Iowa",13046,2592,0.19868158822627624
19169,"Story County, Iowa",41347,17017,0.4115655307519288
19171,"Tama County, Iowa",7589,1639,0.2159704835946765
19173,"Taylor County, Iowa",2908,517,0.17778541953232463
19175,"Union County, Iowa",5791,1268,0.2189604558798135
19177,"Van Buren County, Iowa",3509,472,0.13451125676831005
19179,"Wapello County, Iowa",15754,4780,0.30341500571283486
19181,"Warren County, Iowa",21083,3650,0.1731252668026372
19183,"Washington County, Iowa",9606,2536,0.26400166562565064
19185,"Wayne County, Iowa",3032,510,0.16820580474934038
19187,"Webster County, Iowa",16981,4724,0.27819327483658207
19189,"Winnebago County, Iowa",5089,1111,0.21831401061112202
19191,"Winneshiek County, Iowa",8958,1936,0.21611966956910025
19193,"Woodbury County, Iowa",42864,12819,0.299062150055991
19195,"Worth County, Iowa",3486,724,0.2076878944348824
19197,"Wright County, Iowa",6281,1392,0.22162076102531444
20001,"Allen County, Kansas",6067,1355,0.22333937695731004
20003,"Anderson County, Kansas",3568,687,0.19254484304932734
20005,"Atchison County, Kansas",6817,1741,0.2553909344286343
20007,"Barber County, Kansas",2496,341,0.13661858974358973
20009,"Barton County, Kansas",12396,3282,0.2647628267182962
20011,"Bourbon County, Kansas",6779,1701,0.2509219648915769
20013,"Brown County, Kansas",4507,1005,0.22298646549811404
20015,"Butler County, Kansas",27019,5409,0.20019245715977646
20017,"Chase County, Kansas",1407,292,0.20753375977256575
20019,"Chautauqua County, Kansas",1983,247,0.12455874936964195
20021,"Cherokee County, Kansas",9168,2147,0.23418411867364747
20023,"Cheyenne County, Kansas",1453,252,0.17343427391603577
20025,"Clark County, Kansas",1044,212,0.20306513409961685
20027,"Clay County, Kansas",3935,1021,0.25946632782719187
20029,"Cloud County, Kansas",4520,1079,0.23871681415929202
20031,"Coffey County, Kansas",3976,867,0.21805835010060362
20033,"Comanche County, Kansas",1035,218,0.2106280193236715
20035,"Cowley County, Kansas",15626,3817,0.24427236656853962
20037,"Crawford County, Kansas",18029,6530,0.36219424260912975
20039,"Decatur County, Kansas",1646,258,0.15674362089914945
20041,"Dickinson County, Kansas",8785,1962,0.22333523050654525
20043,"Doniphan County, Kansas",3386,545,0.1609568812758417
20045,"Douglas County, Kansas",52818,24601,0.4657692453330304
20047,"Edwards County, Kansas",1549,262,0.16914138153647515
20049,"Elk County, Kansas",1511,229,0.15155526141628062
20051,"Ellis County, Kansas",13214,4623,0.3498562131073104
20053,"Ellsworth County, Kansas",3102,428,0.13797549967762734
20055,"Finney County, Kansas",14174,4547,0.3207986454070834
20057,"Ford County, Kansas",12568,4165,0.3313971992361553
20059,"Franklin County, Kansas",11180,2706,0.24203935599284437
20061,"Geary County, Kansas",15893,7699,0.484427106273202
20063,"Gove County, Kansas",1336,258,0.19311377245508982
20065,"Graham County, Kansas",1432,223,0.15572625698324022
20067,"Grant County, Kansas",2932,574,0.19577080491132332
20069,"Gray County, Kansas",2334,403,0.1726649528706084
20071,"Greeley County, Kansas",633,141,0.22274881516587677
20073,"Greenwood County, Kansas",3671,528,0.14383001906837373
20075,"Hamilton County, Kansas",967,161,0.16649431230610134
20077,"Harper County, Kansas",3045,577,0.18949096880131364
20079,"Harvey County, Kansas",14585,3782,0.25930750771340416
20081,"Haskell County, Kansas",1551,323,0.2082527401676338
20083,"Hodgeman County, Kansas",851,133,0.1562867215041128
20085,"Jackson County, Kansas",5612,1181,0.21044191019244476
20087,"Jefferson County, Kansas",7967,1101,0.13819505460022594
20089,"Jewell County, Kansas",1774,253,0.14261555806087936
20091,"Johnson County, Kansas",252108,75104,0.2979040728576642
20093,"Kearny County, Kansas",1582,426,0.2692793931731985
20095,"Kingman County, Kansas",3671,873,0.23780986107327703
20097,"Kiowa County, Kansas",1158,228,0.19689119170984457
20099,"Labette County, Kansas",9542,1962,0.20561727101236638
20101,"Lane County, Kansas",887,150,0.16910935738444194
20103,"Leavenworth County, Kansas",31280,9389,0.3001598465473146
20105,"Lincoln County, Kansas",1679,253,0.1506849315068493
20107,"Linn County, Kansas",5144,755,0.14677293934681182
20109,"Logan County, Kansas",1372,435,0.3170553935860058
20111,"Lyon County, Kansas",14998,5539,0.3693159087878384
20113,"McPherson County, Kansas",13082,3100,0.23696682464454977
20115,"Marion County, Kansas",5699,858,0.15055272854886823
20117,"Marshall County, Kansas",4766,733,0.15379773394880403
20119,"Meade County, Kansas",1912,473,0.24738493723849372
20121,"Miami County, Kansas",13939,2731,0.19592510223115
20123,"Mitchell County, Kansas",3128,593,0.18957800511508952
20125,"Montgomery County, Kansas",15625,3478,0.222592
20127,"Morris County, Kansas",3003,412,0.13719613719613719
20129,"Morton County, Kansas",1321,252,0.19076457229371688
20131,"Nemaha County, Kansas",4507,917,0.20346128244952297
20133,"Neosho County, Kansas",7239,1513,0.20900676889073078
20135,"Ness County, Kansas",1500,217,0.14466666666666667
20137,"Norton County, Kansas",2463,449,0.18229801055623224
20139,"Osage County, Kansas",7273,1348,0.18534304963563866
20141,"Osborne County, Kansas",2050,388,0.18926829268292683
20143,"Ottawa County, Kansas",2680,529,0.19738805970149254
20145,"Pawnee County, Kansas",3065,918,0.299510603588907
20147,"Phillips County, Kansas",2816,600,0.21306818181818182
20149,"Pottawatomie County, Kansas",9938,1837,0.18484604548198832
20151,"Pratt County, Kansas",4390,1074,0.24464692482915718
20153,"Rawlins County, Kansas",1372,362,0.26384839650145775
20155,"Reno County, Kansas",28309,7467,0.263767706383129
20157,"Republic County, Kansas",2682,560,0.20879940343027592
20159,"Rice County, Kansas",4395,916,0.20841865756541525
20161,"Riley County, Kansas",30595,14976,0.48949174701748654
20163,"Rooks County, Kansas",2637,523,0.19833143723928706
20165,"Rush County, Kansas",1683,309,0.1836007130124777
20167,"Russell County, Kansas",3693,714,0.1933387489845654
20169,"Saline County, Kansas",24116,7303,0.3028279980096202
20171,"Scott County, Kansas",2262,826,0.3651635720601238
20173,"Sedgwick County, Kansas",224058,75848,0.3385194904890698
20175,"Seward County, Kansas",8268,2456,0.29704886308659895
20177,"Shawnee County, Kansas",80673,24654,0.30560410546279426
20179,"Sheridan County, Kansas",1160,266,0.2293103448275862
20181,"Sherman County, Kansas",2951,808,0.2738054896645205
20183,"Smith County, Kansas",2041,251,0.12297893189612935
20185,"Stafford County, Kansas",2113,318,0.15049692380501656
20187,"Stanton County, Kansas",1081,180,0.16651248843663274
20189,"Stevens County, Kansas",2247,517,0.23008455718736093
20191,"Sumner County, Kansas",10390,2301,0.22146294513955728
20193,"Thomas County, Kansas",3576,865,0.2418903803131991
20195,"Trego County, Kansas",1657,235,0.14182257091128544
20197,"Wabaunsee County, Kansas",3128,465,0.14865728900255754
20199,"Wallace County, Kansas",742,196,0.2641509433962264
20201,"Washington County, Kansas",2736,543,0.19846491228070176
20203,"Wichita County, Kansas",1002,138,0.1377245508982036
20205,"Wilson County, Kansas",4498,958,0.21298354824366386
20207,"Woodson County, Kansas",1843,220,0.11937059142702117
20209,"Wyandotte County, Kansas",68482,24185,0.3531584942028562
21001,"Adair County, Kentucky",8629,1601,0.1855371421949241
21003,"Allen County, Kentucky",9237,1802,0.19508498430226265
21005,"Anderson County, Kentucky",10055,1944,0.19333664843361512
21007,"Ballard County, Kentucky",3710,580,0.15633423180592992
21009,"Barren County, Kentucky",19929,5938,0.29795775001254454
21011,"Bath County, Kentucky",5463,1343,0.24583562145341387
21013,"Bell County, Kentucky",11634,3490,0.2999828090080798
21015,"Boone County, Kentucky",51773,11821,0.2283236435980144
21017,"Bourbon County, Kentucky",9134,2848,0.3118020582439238
21019,"Boyd County, Kentucky",21745,5756,0.26470452977696024
21021,"Boyle County, Kentucky",12933,3629,0.28060001546431607
21023,"Bracken County, Kentucky",3844,612,0.15920915712799166
21025,"Breathitt County, Kentucky",6563,1498,0.2282492762456194
21027,"Breckinridge County, Kentucky",10725,1327,0.12372960372960373
21029,"Bullitt County, Kentucky",32854,5403,0.16445486089973824
21031,"Butler County, Kentucky",5465,1253,0.2292772186642269
21033,"Caldwell County, Kentucky",6092,1379,0.2263624425476034
21035,"Calloway County, Kentucky",17983,5266,0.2928321192237113
21037,"Campbell County, Kentucky",41465,11014,0.26562160858555406
21039,"Carlisle County, Kentucky",2305,447,0.19392624728850325
21041,"Carroll County, Kentucky",4675,1295,0.27700534759358286
21043,"Carter County, Kentucky",12249,2009,0.16401338884806924
21045,"Casey County, Kentucky",7388,1461,0.19775311315646996
21047,"Christian County, Kentucky",29273,12831,0.4383220032111502
21049,"Clark County, Kentucky",16165,4197,0.2596350139189607
21051,"Clay County, Kentucky",8630,1796,0.20811123986095018
21053,"Clinton County, Kentucky",4872,998,0.2048440065681445
21055,"Crittenden County, Kentucky",4344,685,0.15768876611418048
21057,"Cumberland County, Kentucky",3408,610,0.1789906103286385
21059,"Daviess County, Kentucky",43927,13076,0.2976756892116466
21061,"Edmonson County, Kentucky",6389,800,0.12521521364845828
21063,"Elliott County, Kentucky",3056,528,0.17277486910994763
21065,"Estill County, Kentucky",6839,1501,0.21947653165667494
21067,"Fayette County, Kentucky",146345,62163,0.4247702347193276
21069,"Fleming County, Kentucky",6753,1468,0.21738486598548792
21071,"Floyd County, Kentucky",17446,4106,0.23535480912530093
21073,"Franklin County, Kentucky",23983,8286,0.3454947254305133
21075,"Fulton County, Kentucky",3195,853,0.26697965571205007
21077,"Gallatin County, Kentucky",3726,916,0.24584004294149223
21079,"Garrard County, Kentucky",7284,1240,0.1702361339923119
21081,"Grant County, Kentucky",10099,2544,0.2519061293197346
21083,"Graves County, Kentucky",16526,3605,0.21814111097664288
21085,"Grayson County, Kentucky",13346,2241,0.16791548029372097
21087,"Green County, Kentucky",5278,1124,0.21295945433876468
21089,"Greenup County, Kentucky",16248,3057,0.18814623338257017
21091,"Hancock County, Kentucky",3902,718,0.18400820092260378
21093,"Hardin County, Kentucky",46920,16180,0.34484228473998296
21095,"Harlan County, Kentucky",13016,3268,0.2510755992624462
21097,"Harrison County, Kentucky",8101,2142,0.2644118010122207
21099,"Hart County, Kentucky",8841,1893,0.2141160502205633
21101,"Henderson County, Kentucky",20098,6540,0.32540551298636683
21103,"Henry County, Kentucky",6634,1545,0.23289116671691287
21105,"Hickman County, Kentucky",2163,376,0.17383263985205732
21107,"Hopkins County, Kentucky",20949,5516,0.2633061243973459
21109,"Jackson County, Kentucky",6007,1079,0.17962377226569004
21111,"Jefferson County, Kentucky",356155,125093,0.35123190745602334
21113,"Jessamine County, Kentucky",20733,6000,0.2893937201562726
21115,"Johnson County, Kentucky",10526,2623,0.24919247577427323
21117,"Kenton County, Kentucky",72564,20821,0.2869329143928119
21119,"Knott County, Kentucky",6718,1526,0.22715093777910092
21121,"Knox County, Kentucky",13817,4048,0.29297242527321415
21123,"Larue County, Kentucky",6485,1501,0.23145720894371627
21125,"Laurel County, Kentucky",26569,6746,0.2539049267943844
21127,"Lawrence County, Kentucky",7534,1466,0.19458455003981948
21129,"Lee County, Kentucky",3226,802,0.2486050836949783
21131,"Leslie County, Kentucky",4909,489,0.0996129557954777
21133,"Letcher County, Kentucky",10614,2184,0.20576596947427925
21135,"Lewis County, Kentucky",6058,996,0.1644106965995378
21137,"Lincoln County, Kentucky",10832,2077,0.1917466765140325
21139,"Livingston County, Kentucky",4624,639,0.13819204152249134
21141,"Logan County, Kentucky",12462,2832,0.2272508425613866
21143,"Lyon County, Kentucky",4788,583,0.12176274018379281
21145,"McCracken County, Kentucky",32093,8970,0.27950020253637864
21147,"McCreary County, Kentucky",6933,1651,0.23813644886773402
21149,"McLean County, Kentucky",4180,707,0.16913875598086126
21151,"Madison County, Kentucky",39382,13982,0.3550352953125793
21153,"Magoffin County, Kentucky",5462,1130,0.20688392530208716
21155,"Marion County, Kentucky",8381,1991,0.23756115022073737
21157,"Marshall County, Kentucky",16391,2271,0.13855164419498506
21159,"Martin County, Kentucky",4831,791,0.16373421651831918
21161,"Mason County, Kentucky",8181,2099,0.2565701014545899
21163,"Meade County, Kentucky",12043,2726,0.22635555924603504
21165,"Menifee County, Kentucky",3437,587,0.17078847832411986
21167,"Mercer County, Kentucky",10355,2323,0.22433606953162724
21169,"Metcalfe County, Kentucky",4704,922,0.19600340136054423
21171,"Monroe County, Kentucky",5239,1320,0.25195648024432143
21173,"Montgomery County, Kentucky",12122,3631,0.2995380300280482
21175,"Morgan County, Kentucky",5633,999,0.1773477720575182
21177,"Muhlenberg County, Kentucky",13518,2084,0.1541648172806628
21179,"Nelson County, Kentucky",19799,4337,0.2190514672458205
21181,"Nicholas County, Kentucky",3318,747,0.22513562386980107
21183,"Ohio County, Kentucky",10196,2003,0.1964495880737544
21185,"Oldham County, Kentucky",23195,2908,0.12537184738090107
21187,"Owen County, Kentucky",5370,600,0.11173184357541899
21189,"Owsley County, Kentucky",1948,508,0.26078028747433263
21191,"Pendleton County, Kentucky",6278,1390,0.22140809174896464
21193,"Perry County, Kentucky",13226,2738,0.20701648268561923
21195,"Pike County, Kentucky",28918,6184,0.21384604744449823
21197,"Powell County, Kentucky",5599,1486,0.26540453652437934
21199,"Pulaski County, Kentucky",31615,7135,0.22568401075438874
21201,"Robertson County, Kentucky",1044,206,0.19731800766283525
21203,"Rockcastle County, Kentucky",7353,1529,0.2079423364613083
21205,"Rowan County, Kentucky",10539,3451,0.32745042224119936
21207,"Russell County, Kentucky",10102,1794,0.17758859631756088
21209,"Scott County, Kentucky",22930,5740,0.25032708242477103
21211,"Shelby County, Kentucky",18944,4771,0.25184755067567566
21213,"Simpson County, Kentucky",8302,2584,0.31125030113225727
21215,"Spencer County, Kentucky",7480,955,0.12767379679144386
21217,"Taylor County, Kentucky",11201,3197,0.28542094455852157
21219,"Todd County, Kentucky",5143,1130,0.21971611899669455
21221,"Trigg County, Kentucky",7596,1243,0.16363875724065297
21223,"Trimble County, Kentucky",3864,613,0.1586438923395445
21225,"Union County, Kentucky",5884,1364,0.2318150917743032
21227,"Warren County, Kentucky",57080,22707,0.3978100911002102
21229,"Washington County, Kentucky",5206,953,0.18305800998847482
21231,"Wayne County, Kentucky",10169,2076,0.20414986724358344
21233,"Webster County, Kentucky",5731,1365,0.23817832838946082
21235,"Whitley County, Kentucky",15492,4358,0.28130648076426545
21237,"Wolfe County, Kentucky",3067,797,0.2598630583632214
21239,"Woodford County, Kentucky",11501,2958,0.2571950265194331
22001,"Acadia Parish, Louisiana",25030,6761,0.2701158609668398
22003,"Allen Parish, Louisiana",9532,1832,0.1921947125472094
22005,"Ascension Parish, Louisiana",49998,7703,0.15406616264650586
22007,"Assumption Parish, Louisiana",10032,1430,0.1425438596491228
22009,"Avoyelles Parish, Louisiana",18261,4349,0.23815782268221894
22011,"Beauregard Parish, Louisiana",15802,2406,0.15225920769522847
22013,"Bienville Parish, Louisiana",6907,1413,0.20457506877081222
22015,"Bossier Parish, Louisiana",55638,16817,0.30225744994428266
22017,"Caddo Parish, Louisiana",112469,37293,0.331584703340476
22019,"Calcasieu Parish, Louisiana",93431,22447,0.24025216469908275
22021,"Caldwell Parish, Louisiana",4634,1069,0.2306862321968062
22023,"Cameron Parish, Louisiana",3556,227,0.06383577052868392
22025,"Catahoula Parish, Louisiana",4461,675,0.15131136516476126
22027,"Claiborne Parish, Louisiana",6858,1414,0.20618256051326916
22029,"Concordia Parish, Louisiana",9003,1717,0.19071420637565256
22031,"De Soto Parish, Louisiana",12463,2572,0.20637085773890718
22033,"East Baton Rouge Parish, Louisiana",204246,69862,0.3420483142876727
22035,"East Carroll Parish, Louisiana",3319,919,0.2768906297077433
22037,"East Feliciana Parish, Louisiana",8124,1164,0.1432791728212703
22039,"Evangeline Parish, Louisiana",14494,4294,0.2962605215951428
22041,"Franklin Parish, Louisiana",8936,1844,0.20635631154879142
22043,"Grant Parish, Louisiana",9023,1220,0.13521001884074033
22045,"Iberia Parish, Louisiana",31102,8480,0.2726512764452447
22047,"Iberville Parish, Louisiana",13302,2814,0.2115471357690573
22049,"Jackson Parish, Louisiana",7237,1718,0.2373911841923449
22051,"Jefferson Parish, Louisiana",193740,65735,0.33929493135129557
22053,"Jefferson Davis Parish, Louisiana",14007,2611,0.18640679660169915
22055,"Lafayette Parish, Louisiana",108681,32926,0.30296003901325896
22057,"Lafourche Parish, Louisiana",41108,8002,0.1946579741169602
22059,"LaSalle Parish, Louisiana",6195,790,0.1275221953188055
22061,"Lincoln Parish, Louisiana",20491,8676,0.4234053974915817
22063,"Livingston Parish, Louisiana",57984,8833,0.15233512693156734
22065,"Madison Parish, Louisiana",4391,1379,0.31405146891368707
22067,"Morehouse Parish, Louisiana",11913,3151,0.26450096533199025
22069,"Natchitoches Parish, Louisiana",18605,5938,0.31916151572158025
22071,"Orleans Parish, Louisiana",193999,78944,0.40692993262851873
22073,"Ouachita Parish, Louisiana",70178,24130,0.34383994984183075
22075,"Plaquemines Parish, Louisiana",9560,2306,0.2412133891213389
22077,"Pointe Coupee Parish, Louisiana",11020,1857,0.16851179673321234
22079,"Rapides Parish, Louisiana",58076,16555,0.2850575108478545
22081,"Red River Parish, Louisiana",3603,728,0.20205384401887316
22083,"Richland Parish, Louisiana",8668,2641,0.30468389478541763
22085,"Sabine Parish, Louisiana",13558,2229,0.16440477946599794
22087,"St. Bernard Parish, Louisiana",17778,4420,0.24862189222634717
22089,"St. Charles Parish, Louisiana",20531,3242,0.15790755442988652
22091,"St. Helena Parish, Louisiana",5284,940,0.17789553368660105
22093,"St. James Parish, Louisiana",8604,1183,0.13749418874941888
22095,"St. John the Baptist Parish, Louisiana",17799,3424,0.19237035788527446
22097,"St. Landry Parish, Louisiana",36840,9694,0.26313789359391965
22099,"St. Martin Parish, Louisiana",23563,4334,0.18393243644697194
22101,"St. Mary Parish, Louisiana",22516,5682,0.25235388168413575
22103,"St. Tammany Parish, Louisiana",110680,21173,0.19129924105529456
22105,"Tangipahoa Parish, Louisiana",57354,13280,0.23154444328207274
22107,"Tensas Parish, Louisiana",2815,502,0.1783303730017762
22109,"Terrebonne Parish, Louisiana",47314,10707,0.22629665638077526
22111,"Union Parish, Louisiana",10458,1845,0.1764199655765921
22113,"Vermilion Parish, Louisiana",25735,5101,0.19821255100058285
22115,"Vernon Parish, Louisiana",21996,7917,0.3599290780141844
22117,"Washington Parish, Louisiana",21420,5576,0.26031746031746034
22119,"Webster Parish, Louisiana",18325,4875,0.2660300136425648
22121,"West Baton Rouge Parish, Louisiana",11536,2498,0.2165395284327323
22123,"West Carroll Parish, Louisiana",4702,931,0.19800085070182902
22125,"West Feliciana Parish, Louisiana",5086,1045,0.20546598505701927
22127,"Winn Parish, Louisiana",6400,1391,0.21734375
23001,"Androscoggin County, Maine",49923,15375,0.30797428039180336
23003,"Aroostook County, Maine",38440,7742,0.2014047866805411
23005,"Cumberland County, Maine",149869,38557,0.25727135031260634
23007,"Franklin County, Maine",21014,2986,0.1420957456933473
23009,"Hancock County, Maine",40298,5249,0.13025460320611446
23011,"Kennebec County, Maine",62778,14713,0.23436554206887764
23013,"Knox County, Maine",24331,3696,0.15190497718959353
23015,"Lincoln County, Maine",23698,2726,0.11503080428728163
23017,"Oxford County, Maine",36355,4556,0.1253197634438179
23019,"Penobscot County, Maine",75119,19189,0.25544802247101267
23021,"Piscataquis County, Maine",14655,1745,0.1190719890822245
23023,"Sagadahoc County, Maine",18999,3741,0.1969051002684352
23025,"Somerset County, Maine",29929,5120,0.1710715359684587
23027,"Waldo County, Maine",22012,3352,0.15228057423223695
23029,"Washington County, Maine",21723,2940,0.13534042259356444
23031,"York County, Maine",112660,22246,0.1974613882478253
24001,"Allegany County, Maryland",32882,8210,0.24968067635788577
24003,"Anne Arundel County, Maryland",233163,55337,0.23733182365984312
24005,"Baltimore County, Maryland",349471,110001,0.3147643152078427
24009,"Calvert County, Maryland",35749,4613,0.12903857450558057
24011,"Caroline County, Maryland",13473,3355,0.24901655162176203
24013,"Carroll County, Maryland",65804,10738,0.1631815695094523
24015,"Cecil County, Maryland",43957,9778,0.22244466182860523
24017,"Charles County, Maryland",62362,11960,0.19178345787498796
24019,"Dorchester County, Maryland",16400,4170,0.25426829268292683
24021,"Frederick County, Maryland",104217,23553,0.22599959699473215
24023,"Garrett County, Maryland",18501,2471,0.13356034808929246
24025,"Harford County, Maryland",103552,19811,0.1913145086526576
24027,"Howard County, Maryland",123428,33289,0.2697037949249765
24029,"Kent County, Maryland",10320,2528,0.24496124031007752
24031,"Montgomery County, Maryland",403643,132827,0.3290704905077011
24033,"Prince George's County, Maryland",359176,128169,0.35684177116511123
24035,"Queen Anne's County, Maryland",21405,3591,0.1677645409950946
24037,"St. Mary's County, Maryland",45665,11346,0.24846162268695937
24039,"Somerset County, Maryland",10938,2713,0.24803437557140245
24041,"Talbot County, Maryland",19606,4402,0.22452310517188614
24043,"Washington County, Maryland",63701,20436,0.3208112902466209
24045,"Wicomico County, Maryland",43708,16114,0.3686739269698911
24047,"Worcester County, Maryland",56399,5496,0.09744853632156598
24510,"Baltimore city, Maryland",293555,129160,0.4399856926300012
25001,"Barnstable County, Massachusetts",165068,18635,0.11289286839363172
25003,"Berkshire County, Massachusetts",69762,16698,0.23935666982024598
25005,"Bristol County, Massachusetts",243297,87675,0.3603620266587751
25007,"Dukes County, Massachusetts",17621,1614,0.0915952556608592
25009,"Essex County, Massachusetts",326936,112688,0.34467908092103655
25011,"Franklin County, Massachusetts",34395,9497,0.2761157144933857
25013,"Hampden County, Massachusetts",196957,70198,0.3564128210726199
25015,"Hampshire County, Massachusetts",66174,19113,0.2888294496327863
25017,"Middlesex County, Massachusetts",658555,242466,0.3681788157405228
25019,"Nantucket County, Massachusetts",12287,1346,0.10954667534792871
25021,"Norfolk County, Massachusetts",291316,88455,0.3036393469634349
25023,"Plymouth County, Massachusetts",215021,45096,0.20972835211444463
25025,"Suffolk County, Massachusetts",350419,203667,0.5812099229779207
25027,"Worcester County, Massachusetts",351506,112506,0.32006850523177416
26001,"Alcona County, Michigan",10320,499,0.04835271317829457
26003,"Alger County, Michigan",6208,591,0.09519974226804123
26005,"Allegan County, Michigan",51880,6630,0.12779491133384735
26007,"Alpena County, Michigan",15685,2665,0.16990755498884286
26009,"Antrim County, Michigan",17596,1393,0.07916571948170038
26011,"Arenac County, Michigan",9554,949,0.09933012350847813
26013,"Baraga County, Michigan",5079,750,0.14766686355581807
26015,"Barry County, Michigan",27466,3344,0.12175052792543509
26017,"Bay County, Michigan",48598,10970,0.22572945388699123
26019,"Benzie County, Michigan",12173,856,0.07031955968126181
26021,"Berrien County, Michigan",76948,17153,0.22291677496491136
26023,"Branch County, Michigan",20776,3784,0.18213323065075088
26025,"Calhoun County, Michigan",59634,15032,0.25207096622732
26027,"Cass County, Michigan",25458,3836,0.15067955063241417
26029,"Charlevoix County, Michigan",17487,2242,0.12820952707725738
26031,"Cheboygan County, Michigan",17727,1610,0.09082191008066791
26033,"Chippewa County, Michigan",20349,3627,0.17823971693940735
