"pha_code","pha_name","year","total_vouchers","under_lease","issued_not_leased","port_in","unp","rnp","hap_total","success_rate","utilization_rate","reserve_balance","cost_per_voucher","port_in_rate"
"AK901","Alaska Housing Finance Corporation","2022",4533.91666666667,4587.5,528.5,0,-1885963.41666667,-175336.333333333,2307443.5,0.896696637998436,1.0118183321999,-2061299.75,502.984959128065,0
"AK901","Alaska Housing Finance Corporation","2023",4358,4413.83333333333,512.75,2.5,96417797.5,-2864043.75,2417660.66666667,0.895921784874575,1.01281168731834,9044756.16914998,547.746252312804,0.000566401087490088
"AK901","Alaska Housing Finance Corporation","2024",4407.66666666667,4473.91666666667,646.833333333333,0.75,42723029,-2852024.91666667,2684977.08333333,0.873683867922993,1.01503062845043,9044756.16914998,600.140164285581,0.000167638348203476
"AK901","Alaska Housing Finance Corporation","2025",4196.66666666667,4250.66666666667,483,1,16978,-770144,3004359.66666667,0.897964932047039,1.01286735504369,-753166,706.797286700125,0.00023525721455458
"AL001","Housing Authority of the Birmingham District","2022",5480.91666666667,5480.91666666667,0,0,3832974.41666667,-324462.666666667,3578513.58333333,1,1,3508511.75,652.904213103039,0
"AL001","Housing Authority of the Birmingham District","2023",5806.83333333333,5609.58333333333,0,0,3803142.75,705259.416666667,3914295.5,1,0.966031399787607,4508402.16666667,697.787209388695,0
"AL001","Housing Authority of the Birmingham District","2024",5568.58333333333,5553.66666666667,0,0,6211959.91666667,-1099059.33333333,4084677.75,1,0.997321281594661,5112900.58333333,735.492062301182,0
"AL001","Housing Authority of the Birmingham District","2025",5700.66666666667,5729.66666666667,0,0,-382098,6045084.33333333,4606458.66666667,1,1.00508712431295,5662986.33333333,803.966257490255,0
"AL002","MOBILE HOUSING AUTHORITY","2022",3606.08333333333,3643.25,1000.25,0,381050.083333333,219374.166666667,2197385.66666667,0.784591364272639,1.01030665773115,600424.25,603.138864109426,0
"AL002","MOBILE HOUSING AUTHORITY","2023",3771.91666666667,3858.16666666667,1089.16666666667,0,286981,-280800.333333333,2863701.91666667,0.779847729416521,1.02286635883614,6180.66666666669,742.244222212623,0
"AL002","MOBILE HOUSING AUTHORITY","2024",3903.5,3932.25,133.166666666667,6.41666666666667,101050.583333333,-853621.25,3236317.08333333,0.967244029927232,1.0073651850903,-752570.666666667,823.019157818891,0.00163180537012313
"AL002","MOBILE HOUSING AUTHORITY","2025",3725,3746.33333333333,121.333333333333,17.6666666666667,-1050802.33333333,252896.333333333,3231802.33333333,0.968628802895803,1.00572706935123,-797906,862.657442832992,0.00471572203932734
